first_name,gender,birth_date,age,city,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,education_history,work_history,edu_value
جمان,Female,1983-01-07,42,Batna,Operations,Telecommunications,Senior,14,Doctorat,Internship,CDI,"Report Writing, Negotiation, Strategic Planning, Critical Thinking, Presentation Skills, Adaptability, Microsoft Office, Project Management, Teamwork, Communication, Problem Solving, Time Management","{'Tamazight': 'Fluent', 'German': 'Native'}","[{'degree': 'Doctorat', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'volcanologue', 'start_year': 2006, 'end_year': 2011, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Perrot High School', 'field_study': 'Technical', 'start_year': 1998, 'end_year': 2001, 'grade': 'Average'}]","[{'company': 'Moreau et Fils', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '2020-02-22', 'end_date': 'Present', 'location': 'Tamanrasset', 'responsibilities': 'grow scalable partnerships, brand synergistic e-business, redefine intuitive channels'}, {'company': 'Mathieu', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2015-01-08', 'end_date': '2019-12-17', 'location': 'Oran', 'responsibilities': 'maximize robust supply-chains, streamline impactful technologies'}, {'company': 'Maillot S.A.S.', 'job_title': 'Department Director', 'department': 'Risk Analysis', 'sector': 'Banking & Finance', 'start_date': '2011-04-07', 'end_date': '2014-04-25', 'location': 'Mostaganem', 'responsibilities': 'revolutionize innovative architectures, incubate front-end mindshare'}, {'company': 'Marie Millet et Fils', 'job_title': 'General Director', 'department': 'Medical Equipment Maintenance', 'sector': 'Healthcare', 'start_date': '2008-10-06', 'end_date': '2010-06-11', 'location': 'Ghardaïa', 'responsibilities': 'embrace killer markets, iterate out-of-the-box content'}]",20
سالم,Male,1981-07-06,43,In Salah,Mobile Development,Information Technology,Chief,21,Ingénieur d'État,Freelance,CDD,"Team Leadership, Time Management, Strategic Planning, Problem Solving, Teamwork, Negotiation, Adaptability, Critical Thinking, Conflict Resolution, Presentation Skills, Communication, Microsoft Office","{'French': 'Intermediate', 'Spanish': 'Fluent', 'Tamazight': 'Intermediate', 'Arabic': 'Basic'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Blida', 'field_of_study': 'commerçant en alimentation', 'start_year': 2002, 'end_year': 2005, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Gérard High School', 'field_study': 'Mathematics', 'start_year': 1997, 'end_year': 2000, 'grade': 'Average'}]","[{'company': 'Colin', 'job_title': 'iOS Developer', 'department': 'Mobile Development', 'sector': 'Information Technology', 'start_date': '2017-06-17', 'end_date': 'Present', 'location': 'Algiers', 'responsibilities': 'utilize plug-and-play architectures, re-contextualize leading-edge models, implement impactful communities'}, {'company': 'Sanchez', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2013-04-23', 'end_date': '2016-11-16', 'location': 'Ouargla', 'responsibilities': 'drive B2B eyeballs, exploit dynamic functionalities'}]",19
هند,Female,1968-07-28,56,Constantine,General Management,Media & Entertainment,Mid,34,Bac,Part-Time,Alternance,"Conflict Resolution, Team Leadership, Problem Solving, Report Writing, Presentation Skills, Microsoft Office, Critical Thinking, Adaptability, Project Management, Strategic Planning, Negotiation, Time Management","{'Arabic': 'Basic', 'Spanish': 'Intermediate', 'Tamazight': 'Fluent'}","[{'degree': 'Bac', 'institution': 'University of Biskra', 'field_of_study': 'conseiller en insertion sociale et professionnelle', 'start_year': 1986, 'end_year': 1987, 'grade': 'Excellent'}]","[{'company': 'Rossi S.A.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2013-10-10', 'end_date': 'Present', 'location': 'Tébessa', 'responsibilities': 'extend customized communities, innovate real-time architectures, re-contextualize real-time interfaces'}, {'company': 'Delahaye', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2010-06-23', 'end_date': '2012-06-07', 'location': 'Batna', 'responsibilities': 'strategize plug-and-play systems, generate wireless web-readiness'}, {'company': 'Charles', 'job_title': 'Project Manager', 'department': 'Pipeline Management', 'sector': 'Energy & Petroleum', 'start_date': '2006-01-15', 'end_date': '2009-07-25', 'location': 'Chlef', 'responsibilities': 'aggregate impactful markets, extend end-to-end systems'}, {'company': 'Ramos Grenier S.A.S.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Retail', 'start_date': '2003-02-26', 'end_date': '2005-06-17', 'location': ""M'sila"", 'responsibilities': 'utilize distributed ROI, matrix strategic experiences'}, {'company': 'Julien', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '1998-04-10', 'end_date': '2002-10-01', 'location': 'Constantine', 'responsibilities': 'generate B2C bandwidth, envisioneer frictionless portals'}, {'company': 'Jacques SA', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '1993-11-12', 'end_date': '1997-08-25', 'location': 'Jijel', 'responsibilities': 're-intermediate dynamic interfaces, envisioneer impactful experiences'}]",12
شهب,Male,1973-05-02,52,Annaba,Operations,Aerospace & Defense,Chief,28,Master,Freelance,CDD,"Report Writing, Negotiation, Conflict Resolution, Arabic/French Bilingual, Microsoft Office, Strategic Planning, Problem Solving, Team Leadership, Time Management, Critical Thinking, Teamwork, Presentation Skills","{'Arabic': 'Native', 'Tamazight': 'Basic', 'French': 'Fluent', 'Spanish': 'Fluent'}","[{'degree': 'Master', 'institution': 'University of Annaba', 'field_of_study': 'maître-chien', 'start_year': 1994, 'end_year': 1996, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Gallet High School', 'field_study': 'Literature', 'start_year': 1988, 'end_year': 1991, 'grade': 'Average'}]","[{'company': 'Renault S.A.R.L.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2009-07-27', 'end_date': 'Present', 'location': 'In Salah', 'responsibilities': 're-intermediate seamless portals, brand integrated web-readiness, syndicate plug-and-play info-mediaries'}, {'company': 'Jacquet SARL', 'job_title': 'Operations Manager', 'department': 'Higher Education', 'sector': 'Education', 'start_date': '2006-08-15', 'end_date': '2008-06-12', 'location': 'Annaba', 'responsibilities': 'e-enable web-enabled bandwidth, extend best-of-breed solutions'}, {'company': 'De Sousa S.A.', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2004-02-26', 'end_date': '2005-06-27', 'location': ""M'sila"", 'responsibilities': 'engage strategic convergence, innovate cutting-edge web-readiness'}, {'company': 'Gallet SA', 'job_title': 'Administrative Manager', 'department': 'Medical Equipment Maintenance', 'sector': 'Healthcare', 'start_date': '2001-02-05', 'end_date': '2003-05-11', 'location': 'Tamanrasset', 'responsibilities': 'whiteboard impactful e-commerce, implement collaborative architectures'}, {'company': 'Leduc Fournier SA', 'job_title': 'Department Director', 'department': 'Vocational Training', 'sector': 'Education', 'start_date': '1999-02-26', 'end_date': '2000-02-14', 'location': 'Ghardaïa', 'responsibilities': 'monetize integrated models, cultivate seamless ROI'}, {'company': 'Jacquot', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Retail', 'start_date': '1997-10-20', 'end_date': '1998-11-16', 'location': 'El Oued', 'responsibilities': 'synergize cutting-edge portals, aggregate robust methodologies'}]",17
شيّق,Male,1996-06-25,28,Sétif,General Management,E-Commerce,Junior,0,Doctorat,Freelance,CDD,"Strategic Planning, Project Management, Conflict Resolution, Team Leadership, Adaptability","{'English': 'Basic', 'French': 'Intermediate'}","[{'degree': 'Doctorat', 'institution': 'University of Tizi Ouzou', 'field_of_study': 'officier marinier marinière', 'start_year': 2020, 'end_year': 2025, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Leclercq Poirier S.A.S. High School', 'field_study': 'Literature', 'start_year': 2012, 'end_year': 2015, 'grade': 'Very Good'}]","[{'company': 'Rodriguez Barre SA', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2024-11-04', 'end_date': 'Present', 'location': 'Tiaret', 'responsibilities': 'maximize impactful applications, engage leading-edge e-markets, grow real-time solutions'}]",20
نصر,Male,1996-09-29,28,Tindouf,International Relations,Education,Mid,6,Bac,Contract,CDD,"Communication, Adaptability, Time Management, Project Management, Teamwork, Conflict Resolution, Arabic/French Bilingual, Strategic Planning","{'Spanish': 'Basic', 'French': 'Basic', 'German': 'Fluent'}","[{'degree': 'Bac', 'institution': 'University of Oran', 'field_of_study': 'ouvrier paysagiste', 'start_year': 2014, 'end_year': 2015, 'grade': 'Good'}]","[{'company': 'Gilles', 'job_title': 'Project Manager', 'department': 'International Relations', 'sector': 'Education', 'start_date': '2024-11-22', 'end_date': 'Present', 'location': 'Oran', 'responsibilities': 'envisioneer B2B mindshare, drive world-class infrastructures, unleash end-to-end niches'}]",12
تقيّ الدّين,Female,1988-11-14,36,Constantine,Operations,Tourism & Hospitality,Chief,14,Ingénieur d'État,Part-Time,Stage,"Presentation Skills, Arabic/French Bilingual, Team Leadership, Teamwork, Communication, Conflict Resolution, Problem Solving, Negotiation, Project Management, Adaptability, Critical Thinking, Time Management","{'French': 'Basic', 'English': 'Native', 'Tamazight': 'Intermediate'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Skikda', 'field_of_study': 'femme de chambre', 'start_year': 2009, 'end_year': 2012, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Leconte S.A. High School', 'field_study': 'Science', 'start_year': 2004, 'end_year': 2007, 'grade': 'Good'}]","[{'company': 'Berthelot', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2022-10-01', 'end_date': 'Present', 'location': 'Oran', 'responsibilities': 'seize proactive technologies, cultivate collaborative communities, implement granular models'}, {'company': 'Launay', 'job_title': 'General Director', 'department': 'Food Processing', 'sector': 'Agriculture', 'start_date': '2019-02-22', 'end_date': '2021-06-13', 'location': 'Batna', 'responsibilities': 'implement sticky synergies, re-contextualize frictionless portals'}, {'company': 'Albert', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2017-12-19', 'end_date': '2018-04-23', 'location': 'Béchar', 'responsibilities': 'target transparent mindshare, innovate efficient initiatives'}, {'company': 'Étienne Vaillant SARL', 'job_title': 'Operations Manager', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2013-12-09', 'end_date': '2016-11-11', 'location': ""M'sila"", 'responsibilities': 'utilize virtual info-mediaries, whiteboard proactive communities'}]",19
بنان,Female,2002-07-09,22,Sétif,Operations,Manufacturing,Senior,0,Licence,Internship,CDI,"Problem Solving, Time Management, Arabic/French Bilingual, Project Management, Microsoft Office","{'Arabic': 'Native', 'Tamazight': 'Intermediate', 'German': 'Intermediate', 'French': 'Native'}","[{'degree': 'Licence', 'institution': 'University of Annaba', 'field_of_study': 'animateur de radio et de télévision', 'start_year': 2021, 'end_year': 2024, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Mercier High School', 'field_study': 'Technical', 'start_year': 2018, 'end_year': 2021, 'grade': 'Good'}]","[{'company': 'Salmon S.A.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2024-09-01', 'end_date': 'Present', 'location': 'Skikda', 'responsibilities': 'expedite viral platforms, deploy wireless e-commerce, re-intermediate transparent e-business'}]",15
مطاوع,Female,1969-06-14,55,In Salah,General Management,Retail,Mid,31,Master,Full-Time,Alternance,"Strategic Planning, Presentation Skills, Microsoft Office, Critical Thinking, Communication, Project Management, Conflict Resolution, Problem Solving, Report Writing, Teamwork, Adaptability, Time Management","{'Arabic': 'Native', 'German': 'Basic', 'Spanish': 'Fluent'}","[{'degree': 'Master', 'institution': 'University of Bejaia', 'field_of_study': 'pisteur secouriste', 'start_year': 1991, 'end_year': 1993, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Leduc Gomes et Fils High School', 'field_study': 'Technical', 'start_year': 1985, 'end_year': 1988, 'grade': 'Excellent'}]","[{'company': 'Payet Auger SA', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2008-01-13', 'end_date': 'Present', 'location': 'Sétif', 'responsibilities': 'architect mission-critical content, iterate cross-platform platforms, morph 24/365 partnerships'}]",17
حميد,Female,1999-04-15,26,Tébessa,General Management,Transport & Logistics,Mid,4,Bac,Contract,Freelance,"Negotiation, Report Writing, Critical Thinking, Adaptability, Arabic/French Bilingual, Teamwork, Team Leadership","{'French': 'Basic', 'Arabic': 'Fluent', 'Spanish': 'Basic', 'Tamazight': 'Fluent'}","[{'degree': 'Bac', 'institution': 'University of Constantine', 'field_of_study': 'ingénieur réservoir', 'start_year': 2016, 'end_year': 2017, 'grade': 'Very Good'}]","[{'company': 'Camus Durand S.A.S.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2023-10-22', 'end_date': 'Present', 'location': 'Ouargla', 'responsibilities': 'leverage one-to-one schemas, deliver collaborative initiatives, benchmark 24/365 technologies'}]",12
عبدالله,Male,1989-09-10,35,Béchar,Retail Banking,Banking & Finance,Senior,7,Doctorat,Internship,Freelance,"Critical Thinking, Conflict Resolution, Project Management, Team Leadership, Arabic/French Bilingual, Strategic Planning, Communication, Report Writing","{'Tamazight': 'Fluent', 'Arabic': 'Intermediate', 'English': 'Intermediate'}","[{'degree': 'Doctorat', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'urbaniste', 'start_year': 2013, 'end_year': 2018, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Martins High School', 'field_study': 'Technical', 'start_year': 2005, 'end_year': 2008, 'grade': 'Very Good'}]","[{'company': 'Hamon', 'job_title': 'Department Director', 'department': 'Retail Banking', 'sector': 'Banking & Finance', 'start_date': '2024-04-20', 'end_date': 'Present', 'location': 'Chlef', 'responsibilities': 'revolutionize visionary e-commerce, synergize intuitive methodologies, mesh transparent platforms'}, {'company': 'Hoarau', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2022-02-05', 'end_date': '2023-04-18', 'location': 'Illizi', 'responsibilities': 'scale world-class vortals, expedite customized platforms'}]",20
شكري,Male,1993-04-16,32,Biskra,Data Science & AI,Information Technology,Junior,4,Doctorat,Full-Time,Alternance,"Time Management, Communication, Microsoft Office, Strategic Planning, Critical Thinking, Report Writing, Presentation Skills","{'Spanish': 'Native', 'Arabic': 'Native', 'German': 'Basic', 'Tamazight': 'Native'}","[{'degree': 'Doctorat', 'institution': 'University of Chlef', 'field_of_study': 'contrôleur de performance', 'start_year': 2016, 'end_year': 2021, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Grenier S.A.S. High School', 'field_study': 'Science', 'start_year': 2008, 'end_year': 2011, 'grade': 'Average'}]","[{'company': 'Pottier', 'job_title': 'Big Data Engineer', 'department': 'Data Science & AI', 'sector': 'Information Technology', 'start_date': '2024-05-12', 'end_date': 'Present', 'location': 'El Tarf', 'responsibilities': 'optimize B2C interfaces, engineer vertical info-mediaries, utilize bleeding-edge mindshare'}, {'company': 'Laurent S.A.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2020-12-03', 'end_date': '2023-03-08', 'location': 'Tlemcen', 'responsibilities': 'transition seamless content, engineer wireless paradigms'}]",20
لقاء,Male,1985-07-27,39,Tébessa,Operations,Manufacturing,Junior,17,Ingénieur d'État,Internship,Alternance,"Arabic/French Bilingual, Teamwork, Adaptability, Communication, Project Management, Conflict Resolution, Strategic Planning, Report Writing, Problem Solving, Time Management, Presentation Skills, Critical Thinking","{'German': 'Basic', 'Tamazight': 'Fluent', 'English': 'Fluent'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Annaba', 'field_of_study': 'chargé de production', 'start_year': 2006, 'end_year': 2009, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Devaux High School', 'field_study': 'Science', 'start_year': 2001, 'end_year': 2004, 'grade': 'Very Good'}]","[{'company': 'Faivre', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2023-12-26', 'end_date': 'Present', 'location': 'In Salah', 'responsibilities': 'redefine interactive paradigms, whiteboard one-to-one deliverables, matrix distributed action-items'}, {'company': 'Bourgeois SA', 'job_title': 'Operations Manager', 'department': 'Research & Development', 'sector': 'Education', 'start_date': '2019-10-10', 'end_date': '2022-06-21', 'location': 'Djanet', 'responsibilities': 'brand magnetic technologies, revolutionize enterprise supply-chains'}, {'company': 'Boutin', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '2015-06-25', 'end_date': '2018-11-16', 'location': 'Tébessa', 'responsibilities': 'repurpose interactive eyeballs, iterate web-enabled deliverables'}, {'company': 'Masse', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2010-04-11', 'end_date': '2014-04-20', 'location': 'Tindouf', 'responsibilities': 'morph front-end users, exploit revolutionary models'}]",19
وصاف,Male,1964-08-08,60,Batna,Operations,Media & Entertainment,Mid,36,Master,Full-Time,Alternance,"Conflict Resolution, Adaptability, Communication, Report Writing, Arabic/French Bilingual, Problem Solving, Microsoft Office, Strategic Planning, Team Leadership, Negotiation, Time Management, Critical Thinking","{'Spanish': 'Fluent', 'English': 'Basic', 'Arabic': 'Intermediate'}","[{'degree': 'Master', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': ""moniteur d'activités équestres"", 'start_year': 1986, 'end_year': 1988, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Le Goff High School', 'field_study': 'Mathematics', 'start_year': 1980, 'end_year': 1983, 'grade': 'Good'}]","[{'company': 'Perret', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2010-05-17', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'morph visionary content, architect value-added portals, embrace e-business web services'}, {'company': 'Barre', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2008-01-14', 'end_date': '2009-07-06', 'location': 'Jijel', 'responsibilities': 'integrate integrated initiatives, incubate transparent ROI'}, {'company': 'Chauveau', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2006-06-12', 'end_date': '2007-03-18', 'location': 'Tlemcen', 'responsibilities': 'optimize intuitive architectures, embrace next-generation users'}, {'company': 'Munoz', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2003-01-24', 'end_date': '2005-11-14', 'location': 'Batna', 'responsibilities': 'implement bleeding-edge applications, leverage intuitive methodologies'}, {'company': 'Dubois', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Construction', 'start_date': '1998-05-18', 'end_date': '2002-02-24', 'location': 'Blida', 'responsibilities': 'harness 24/365 users, implement vertical technologies'}, {'company': 'Marin', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '1993-08-28', 'end_date': '1997-01-21', 'location': 'Ouargla', 'responsibilities': 'visualize distributed interfaces, incentivize granular e-tailers'}]",17
أزهار,Female,1966-03-29,59,Aïn Témouchent,General Management,Media & Entertainment,Lead,37,Bac,Freelance,CDD,"Time Management, Adaptability, Critical Thinking, Arabic/French Bilingual, Presentation Skills, Teamwork, Report Writing, Team Leadership, Project Management, Microsoft Office, Strategic Planning, Communication","{'Tamazight': 'Intermediate', 'Arabic': 'Basic', 'English': 'Basic'}","[{'degree': 'Bac', 'institution': 'University of Djelfa', 'field_of_study': 'urbaniste', 'start_year': 1983, 'end_year': 1984, 'grade': 'Average'}]","[{'company': 'Hoareau', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2016-04-04', 'end_date': 'Present', 'location': 'Blida', 'responsibilities': 'optimize intuitive relationships, productize synergistic e-business, disintermediate intuitive partnerships'}, {'company': 'Merle', 'job_title': 'Team Leader', 'department': 'Food Processing', 'sector': 'Agriculture', 'start_date': '2011-04-22', 'end_date': '2015-01-17', 'location': 'Algiers', 'responsibilities': 'leverage robust vortals, benchmark real-time communities'}, {'company': 'Fischer Bonnet S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2007-10-03', 'end_date': '2010-06-07', 'location': 'Béchar', 'responsibilities': 'incubate vertical partnerships, drive dot-com systems'}, {'company': 'Bouvet Loiseau S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '2005-08-23', 'end_date': '2006-07-08', 'location': 'Tamanrasset', 'responsibilities': 'target visionary ROI, utilize frictionless solutions'}, {'company': 'Barthelemy', 'job_title': 'General Director', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2001-05-09', 'end_date': '2004-08-27', 'location': 'Jijel', 'responsibilities': 'iterate scalable systems, exploit vertical users'}, {'company': 'Caron', 'job_title': 'Mud Engineer', 'department': 'Drilling Operations', 'sector': 'Energy & Petroleum', 'start_date': '1997-07-16', 'end_date': '2000-11-07', 'location': 'Saïda', 'responsibilities': 'scale global convergence, orchestrate killer supply-chains'}]",12
علم الدّين,Female,1966-02-08,59,Biskra,General Management,Renewable Energy,Junior,31,Doctorat,Freelance,Stage,"Time Management, Communication, Critical Thinking, Conflict Resolution, Project Management, Problem Solving, Presentation Skills, Adaptability, Teamwork, Report Writing, Arabic/French Bilingual, Strategic Planning","{'Spanish': 'Native', 'French': 'Fluent', 'Tamazight': 'Intermediate', 'English': 'Fluent'}","[{'degree': 'Doctorat', 'institution': 'University of Chlef', 'field_of_study': 'horticulteur', 'start_year': 1989, 'end_year': 1994, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Morvan et Fils High School', 'field_study': 'Literature', 'start_year': 1981, 'end_year': 1984, 'grade': 'Very Good'}]","[{'company': 'Verdier', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2018-03-06', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'synergize open-source niches, strategize web-enabled bandwidth, incentivize turn-key e-tailers'}, {'company': 'Lopes Albert S.A.', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2015-02-05', 'end_date': '2017-10-04', 'location': 'Oran', 'responsibilities': 'envisioneer killer systems, maximize proactive models'}, {'company': 'Lambert Vallet S.A.S.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2011-04-02', 'end_date': '2014-11-07', 'location': 'El Tarf', 'responsibilities': 'iterate user-centric content, brand synergistic e-tailers'}, {'company': 'Barthelemy SA', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2006-04-01', 'end_date': '2010-03-02', 'location': ""M'sila"", 'responsibilities': 'maximize efficient communities, expedite 24/7 web services'}, {'company': 'Parent S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'Hospital Administration', 'sector': 'Healthcare', 'start_date': '2002-04-23', 'end_date': '2005-05-28', 'location': 'Aïn Témouchent', 'responsibilities': 'seize virtual e-tailers, embrace real-time methodologies'}, {'company': 'Henry', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2000-06-12', 'end_date': '2001-10-25', 'location': 'Tamanrasset', 'responsibilities': 'expedite proactive deliverables, reinvent value-added ROI'}]",20
