employee_id,name,age,gender,job_title,department,experience_years,current_salary_dzd,job_posting_id
EMP3497-2,Sabrina Bouzid,58,Female,Pré vendeur,Industries,2,52681,JOB3497
EMP3498-1,Sara Zitouni,52,Other,Développeur Full stack,"Informatique, Télécom, Internet",1,60522,JOB3498
EMP3498-2,Mohamed Derbal,40,Female,Développeur Full stack,"Informatique, Télécom, Internet",4,78568,JOB3498
EMP3499-1,Meriem Derbal,27,Other,Controleur de Gestion,Industries,5,66439,JOB3499
EMP3499-2,Amina Benaissa,53,Male,Controleur de Gestion,Industries,7,68464,JOB3499
EMP3499-3,Youssef Khelifi,60,Female,Controleur de Gestion,Industries,2,66668,JOB3499
EMP3499-4,Amina Fekih,36,Male,Controleur de Gestion,Industries,1,67134,JOB3499
EMP3499-5,Mohamed Chikhi,36,Other,Controleur de Gestion,Industries,2,67504,JOB3499
EMP3500-1,Nour Khelifi,54,Female,Ingénieur Recherche et Développement,"Informatique, Télécom, Internet",4,78455,JOB3500
EMP3500-2,Sofiane Zitouni,44,Other,Ingénieur Recherche et Développement,"Informatique, Télécom, Internet",2,54005,JOB3500
EMP3501-1,Laila Derbal,47,Other,Chargé Communication et Marketing,"Distribution, Commerce",0,65837,JOB3501
EMP3502-1,Laila Bouzid,26,Male,ingénieur informatique réseaux et système,"Distribution, Commerce",2,72015,JOB3502
EMP3502-2,Ahmed Saadi,26,Other,ingénieur informatique réseaux et système,"Distribution, Commerce",3,62194,JOB3502
EMP3503-1,Oussama Guedira,24,Female,Community Manager,"Distribution, Commerce",3,74177,JOB3503
EMP3503-2,Laila Bouzid,26,Female,Community Manager,"Distribution, Commerce",3,53907,JOB3503
EMP3503-3,Omar Khelifi,35,Female,Community Manager,"Distribution, Commerce",7,62259,JOB3503
EMP3503-4,Sofiane Bouzid,34,Male,Community Manager,"Distribution, Commerce",6,66207,JOB3503
EMP3504-1,Samir Zitouni,35,Other,Product Manager,"Informatique, Télécom, Internet",4,68907,JOB3504
EMP3504-2,Zineb Guedira,41,Other,Product Manager,"Informatique, Télécom, Internet",2,66562,JOB3504
EMP3504-3,Nadia Benaissa,50,Female,Product Manager,"Informatique, Télécom, Internet",2,59116,JOB3504
EMP3505-1,Nadia Amrani,29,Male,Conseiller Commercial Pièces de Rechanges ( ISR) sur Sétif,"Distribution, Commerce",1,79463,JOB3505
EMP3505-2,Amina Zitouni,34,Female,Conseiller Commercial Pièces de Rechanges ( ISR) sur Sétif,"Distribution, Commerce",2,57880,JOB3505
EMP3505-3,Sofiane Khelifi,50,Male,Conseiller Commercial Pièces de Rechanges ( ISR) sur Sétif,"Distribution, Commerce",12,62287,JOB3505
EMP3505-4,Fatima Bouzid,54,Male,Conseiller Commercial Pièces de Rechanges ( ISR) sur Sétif,"Distribution, Commerce",2,77577,JOB3505
EMP3506-1,Nour Guedira,60,Female,Conseiller Commercial Pièces de Rechanges ( ISR) sur ORAN,"Distribution, Commerce",11,74259,JOB3506
EMP3506-2,Amina Amrani,24,Female,Conseiller Commercial Pièces de Rechanges ( ISR) sur ORAN,"Distribution, Commerce",8,71612,JOB3506
EMP3507-1,Ahmed Bouzid,25,Male,Formateur Energie BMA ACADEMY,"Distribution, Commerce",17,72966,JOB3507
EMP3507-2,Yasmine Khelifi,50,Female,Formateur Energie BMA ACADEMY,"Distribution, Commerce",12,81235,JOB3507
EMP3508-1,Laila Khelifi,35,Other,Inspecteur Après-vente ( Technico-Commercial ) Activités Equipement,"Distribution, Commerce",12,59935,JOB3508
EMP3508-2,Zineb Amrani,50,Male,Inspecteur Après-vente ( Technico-Commercial ) Activités Equipement,"Distribution, Commerce",7,66049,JOB3508
EMP3508-3,Nour Guedira,50,Other,Inspecteur Après-vente ( Technico-Commercial ) Activités Equipement,"Distribution, Commerce",2,65618,JOB3508
EMP3508-4,Omar Bouzid,24,Female,Inspecteur Après-vente ( Technico-Commercial ) Activités Equipement,"Distribution, Commerce",10,61927,JOB3508
EMP3509-1,Sofiane Fekih,35,Male,INGENIEUR PROCEDES INDUSTRIEL PHARMACEUTIQUE,Services,4,76807,JOB3509
EMP3509-2,Youssef Fekih,35,Male,INGENIEUR PROCEDES INDUSTRIEL PHARMACEUTIQUE,Services,1,62248,JOB3509
EMP3510-1,Oussama Zitouni,53,Other,GRAPHIC DESIGNER,"Distribution, Commerce",5,62173,JOB3510
EMP3510-2,Amina Derbal,45,Other,GRAPHIC DESIGNER,"Distribution, Commerce",7,52008,JOB3510
EMP3510-3,Meriem Amrani,23,Female,GRAPHIC DESIGNER,"Distribution, Commerce",5,75410,JOB3510
EMP3511-1,Youssef Amrani,38,Male,Cadre gestion des stocks,"Energie, Mines, Matière Première",2,63212,JOB3511
EMP3511-2,Omar Fekih,46,Male,Cadre gestion des stocks,"Energie, Mines, Matière Première",2,58517,JOB3511
EMP3512-1,Karim Amrani,39,Other,Cadre gestion des stocks,"Energie, Mines, Matière Première",1,70161,JOB3512
EMP3513-1,Omar Fekih,48,Male,Hôtesse d'Accueil,Industries,4,67029,JOB3513
EMP3513-2,Ahmed Chikhi,42,Male,Hôtesse d'Accueil,Industries,3,67462,JOB3513
EMP3514-1,Rachid Fekih,26,Female,Cadre Chargé de la mobilisation et démobilisation,"Energie, Mines, Matière Première",2,77528,JOB3514
EMP3514-2,Sabrina Khelifi,49,Other,Cadre Chargé de la mobilisation et démobilisation,"Energie, Mines, Matière Première",3,69861,JOB3514
EMP3514-3,Zineb Chikhi,41,Female,Cadre Chargé de la mobilisation et démobilisation,"Energie, Mines, Matière Première",5,57428,JOB3514
EMP3514-4,Nour Chikhi,52,Female,Cadre Chargé de la mobilisation et démobilisation,"Energie, Mines, Matière Première",1,69131,JOB3514
EMP3514-5,Laila Derbal,32,Female,Cadre Chargé de la mobilisation et démobilisation,"Energie, Mines, Matière Première",6,54806,JOB3514
EMP3515-1,Samir Saadi,31,Female,Superviseur Catering,"Energie, Mines, Matière Première",5,59389,JOB3515
EMP3515-2,Leila Benaissa,46,Male,Superviseur Catering,"Energie, Mines, Matière Première",8,64645,JOB3515
EMP3515-3,Sabrina Guedira,22,Other,Superviseur Catering,"Energie, Mines, Matière Première",5,63413,JOB3515
EMP3515-4,Yasmine Amrani,59,Female,Superviseur Catering,"Energie, Mines, Matière Première",9,57177,JOB3515
EMP3515-5,Sabrina Zitouni,25,Male,Superviseur Catering,"Energie, Mines, Matière Première",7,74830,JOB3515
EMP3516-1,Sabrina Fekih,45,Female,Gestionnaire  Ressources Humaines,Industries,7,60754,JOB3516
EMP3517-1,Nour Zitouni,49,Female,Infographe 3D,"Distribution, Commerce",0,53286,JOB3517
EMP3518-1,Samir Bouzid,23,Female,Coordinateur Systèmes d’information,"Distribution, Commerce",7,77241,JOB3518
EMP3519-1,Karim Derbal,55,Male,Coordinateur intervention prévention et environnement,Industries,7,71614,JOB3519
EMP3520-1,Zineb Khelifi,59,Female,Chef du parc Roulant,Industries,2,75424,JOB3520
EMP3520-2,Sabrina Chikhi,53,Other,Chef du parc Roulant,Industries,4,69722,JOB3520
EMP3520-3,Sofiane Fekih,59,Other,Chef du parc Roulant,Industries,2,68515,JOB3520
EMP3520-4,Fatima Khelifi,50,Female,Chef du parc Roulant,Industries,3,64989,JOB3520
EMP3521-1,Mohamed Fekih,38,Female,Charge de recouvrement,Industries,0,67588,JOB3521
EMP3521-2,Yasmine Khelifi,58,Male,Charge de recouvrement,Industries,1,73477,JOB3521
EMP3521-3,Samir Chikhi,39,Female,Charge de recouvrement,Industries,6,62345,JOB3521
EMP3521-4,Amina Bouzid,54,Male,Charge de recouvrement,Industries,5,53587,JOB3521
EMP3522-1,Nour Zitouni,32,Male,Chef De Production,Industries,2,64397,JOB3522
EMP3522-2,Zineb Amrani,35,Male,Chef De Production,Industries,4,77567,JOB3522
EMP3522-3,Yasmine Chikhi,56,Other,Chef De Production,Industries,9,69926,JOB3522
EMP3523-1,Mohamed Zitouni,47,Female,Auditeur Senior (H/F),Services,3,71581,JOB3523
EMP3523-2,Amina Fekih,28,Other,Auditeur Senior (H/F),Services,4,69912,JOB3523
EMP3523-3,Laila Benaissa,26,Male,Auditeur Senior (H/F),Services,2,66254,JOB3523
EMP3523-4,Ahmed Amrani,55,Female,Auditeur Senior (H/F),Services,3,71717,JOB3523
EMP3523-5,Yasmine Chikhi,55,Male,Auditeur Senior (H/F),Services,6,61580,JOB3523
EMP3524-1,Sofiane Zitouni,27,Other,Opérateur machine,Services,2,55639,JOB3524
EMP3524-2,Youssef Bouzid,31,Female,Opérateur machine,Services,3,61080,JOB3524
EMP3524-3,Laila Bouzid,35,Male,Opérateur machine,Services,5,64639,JOB3524
EMP3525-1,Rachid Zitouni,34,Male,Ingénieur spécialisé en C.E.S,Industries,4,58024,JOB3525
EMP3525-2,Zineb Derbal,36,Male,Ingénieur spécialisé en C.E.S,Industries,3,59952,JOB3525
EMP3525-3,Ahmed Bouzid,22,Male,Ingénieur spécialisé en C.E.S,Industries,6,73607,JOB3525
EMP3526-1,Amina Chikhi,59,Female,Directeur Finance et Comptabilité DFC - BONNE MAITRISE DE ERP,Services,15,89429,JOB3526
EMP3527-1,Youssef Saadi,25,Female,Technicien Supérieur En Maintenance Et Installations Des Equipements,"BTP, Construction, Immobilier",0,49660,JOB3527
EMP3527-2,Rachid Fekih,54,Female,Technicien Supérieur En Maintenance Et Installations Des Equipements,"BTP, Construction, Immobilier",4,62019,JOB3527
EMP3528-1,Laila Fekih,44,Female,Coordinateur Import,Industries,4,56393,JOB3528
EMP3528-2,Nadia Bouzid,25,Male,Coordinateur Import,Industries,1,59817,JOB3528
EMP3528-3,Ahmed Chikhi,50,Other,Coordinateur Import,Industries,1,60410,JOB3528
EMP3529-1,Zineb Guedira,34,Male,Coordinateur Export,Industries,4,72981,JOB3529
EMP3529-2,Zineb Benaissa,38,Female,Coordinateur Export,Industries,2,57508,JOB3529
EMP3529-3,Ahmed Chikhi,37,Female,Coordinateur Export,Industries,4,54617,JOB3529
EMP3529-4,Mohamed Zitouni,31,Male,Coordinateur Export,Industries,1,58240,JOB3529
EMP3530-1,Ahmed Zitouni,30,Female,Gestionnaire Des Biens Immobilières,"BTP, Construction, Immobilier",1,58178,JOB3530
EMP3530-2,Yasmine Bouzid,28,Female,Gestionnaire Des Biens Immobilières,"BTP, Construction, Immobilier",2,63801,JOB3530
EMP3530-3,Fatima Derbal,28,Male,Gestionnaire Des Biens Immobilières,"BTP, Construction, Immobilier",1,67516,JOB3530
EMP3531-1,Omar Fekih,49,Other,Assistant(e) Commercial(e),Services,4,56694,JOB3531
EMP3531-2,Oussama Chikhi,56,Male,Assistant(e) Commercial(e),Services,4,68741,JOB3531
EMP3531-3,Karim Derbal,38,Female,Assistant(e) Commercial(e),Services,3,72718,JOB3531
EMP3532-1,Rachid Guedira,45,Female,Comptable,Industries,4,79238,JOB3532
EMP3532-2,Mohamed Benaissa,27,Male,Comptable,Industries,4,75620,JOB3532
EMP3533-1,Fatima Fekih,48,Other,Agent Immobilier,"BTP, Construction, Immobilier",3,76870,JOB3533
EMP3533-2,Samir Derbal,24,Other,Agent Immobilier,"BTP, Construction, Immobilier",15,76576,JOB3533
EMP3533-3,Leila Amrani,40,Other,Agent Immobilier,"BTP, Construction, Immobilier",3,78981,JOB3533
EMP3534-1,Mohamed Benaissa,56,Other,Chargé des achats,Industries,1,73947,JOB3534
EMP3534-2,Fatima Benaissa,45,Other,Chargé des achats,Industries,5,76653,JOB3534
EMP3534-3,Amina Khelifi,25,Other,Chargé des achats,Industries,7,76639,JOB3534
EMP3534-4,Ahmed Chikhi,24,Female,Chargé des achats,Industries,6,58290,JOB3534
EMP3534-5,Rachid Saadi,33,Other,Chargé des achats,Industries,1,58447,JOB3534
EMP3535-1,Omar Khelifi,57,Other,GESTIONNAIRE DE STOCKS,"Distribution, Commerce",6,64444,JOB3535
EMP3535-2,Oussama Chikhi,22,Other,GESTIONNAIRE DE STOCKS,"Distribution, Commerce",2,50415,JOB3535
EMP3535-3,Amina Derbal,48,Other,GESTIONNAIRE DE STOCKS,"Distribution, Commerce",3,64208,JOB3535
EMP3536-1,Mohamed Bouzid,55,Male,Téléopérateur en Pharmacie,Services,0,76865,JOB3536
EMP3536-2,Fatima Saadi,51,Other,Téléopérateur en Pharmacie,Services,1,68075,JOB3536
EMP3536-3,Zineb Chikhi,34,Female,Téléopérateur en Pharmacie,Services,0,53153,JOB3536
EMP3536-4,Oussama Chikhi,27,Other,Téléopérateur en Pharmacie,Services,1,71830,JOB3536
EMP3536-5,Amina Amrani,35,Female,Téléopérateur en Pharmacie,Services,2,70424,JOB3536
EMP3537-1,Samir Chikhi,53,Male,Visiteur Médico Pharmaceutique,"Distribution, Commerce",4,64680,JOB3537
EMP3538-1,Sara Guedira,46,Other,Magasinier,"Distribution, Commerce",1,67949,JOB3538
EMP3538-2,Sofiane Khelifi,44,Other,Magasinier,"Distribution, Commerce",5,54832,JOB3538
EMP3539-1,Yasmine Benaissa,24,Other,Chargé Clientèle,"Distribution, Commerce",0,63300,JOB3539
EMP3539-2,Ahmed Saadi,50,Male,Chargé Clientèle,"Distribution, Commerce",1,69214,JOB3539
EMP3540-1,Yasmine Bouzid,58,Female,Gestionnaire R.H,Services,3,66121,JOB3540
EMP3540-2,Oussama Bouzid,32,Other,Gestionnaire R.H,Services,0,62751,JOB3540
EMP3540-3,Sofiane Amrani,49,Female,Gestionnaire R.H,Services,3,66124,JOB3540
EMP3540-4,Mohamed Zitouni,39,Female,Gestionnaire R.H,Services,1,55539,JOB3540
EMP3540-5,Rachid Bouzid,38,Other,Gestionnaire R.H,Services,2,76007,JOB3540
EMP3541-1,Fatima Saadi,34,Male,Directeur du bureau régional EST,"Banque, Assurance, Finance",10,59069,JOB3541
EMP3541-2,Laila Bouzid,35,Female,Directeur du bureau régional EST,"Banque, Assurance, Finance",9,76398,JOB3541
EMP3541-3,Leila Khelifi,44,Other,Directeur du bureau régional EST,"Banque, Assurance, Finance",8,83116,JOB3541
EMP3541-4,Sara Guedira,60,Female,Directeur du bureau régional EST,"Banque, Assurance, Finance",5,69730,JOB3541
EMP3542-1,Karim Derbal,45,Female,Chargé Back Office (H/F) | Agence Bejaïa,"Banque, Assurance, Finance",5,61973,JOB3542
EMP3542-2,Zineb Amrani,26,Other,Chargé Back Office (H/F) | Agence Bejaïa,"Banque, Assurance, Finance",6,70359,JOB3542
EMP3542-3,Oussama Fekih,24,Male,Chargé Back Office (H/F) | Agence Bejaïa,"Banque, Assurance, Finance",3,79198,JOB3542
EMP3542-4,Rachid Chikhi,39,Female,Chargé Back Office (H/F) | Agence Bejaïa,"Banque, Assurance, Finance",3,70947,JOB3542
EMP3542-5,Zineb Saadi,43,Female,Chargé Back Office (H/F) | Agence Bejaïa,"Banque, Assurance, Finance",2,58437,JOB3542
EMP3543-1,Mohamed Fekih,55,Female,Graphiste / Infographe,"Distribution, Commerce",4,26584,JOB3543
EMP3543-2,Amina Chikhi,34,Male,Graphiste / Infographe,"Distribution, Commerce",2,36359,JOB3543
EMP3544-1,Oussama Chikhi,45,Female,Préparateur Production,Industries,3,77547,JOB3544
EMP3544-2,Sofiane Chikhi,59,Other,Préparateur Production,Industries,3,73811,JOB3544
EMP3544-3,Omar Amrani,32,Male,Préparateur Production,Industries,5,80238,JOB3544
EMP3544-4,Sofiane Guedira,41,Other,Préparateur Production,Industries,6,57404,JOB3544
EMP3544-5,Omar Derbal,37,Male,Préparateur Production,Industries,4,60307,JOB3544
EMP3545-1,Karim Zitouni,42,Other,Délégué Médical (constantine),Industries,7,77793,JOB3545
EMP3546-1,Oussama Guedira,38,Male,Délégué Médical (setif ),Industries,4,80417,JOB3546
EMP3546-2,Sabrina Guedira,27,Female,Délégué Médical (setif ),Industries,1,76496,JOB3546
EMP3546-3,Yasmine Bouzid,35,Male,Délégué Médical (setif ),Industries,5,78479,JOB3546
EMP3547-1,Sabrina Zitouni,25,Other,Directeur (rice) Régional(e) EST,Industries,9,92549,JOB3547
EMP3547-2,Samir Khelifi,58,Female,Directeur (rice) Régional(e) EST,Industries,10,69537,JOB3547
EMP3547-3,Rachid Zitouni,57,Male,Directeur (rice) Régional(e) EST,Industries,17,91042,JOB3547
EMP3548-1,Meriem Bouzid,60,Female,Délégué Médical (Batna),Industries,1,65135,JOB3548
EMP3548-2,Laila Fekih,34,Male,Délégué Médical (Batna),Industries,2,80354,JOB3548
EMP3549-1,Yasmine Benaissa,41,Other,Délégué Médical (Oran),Industries,6,86492,JOB3549
EMP3550-1,Mohamed Bouzid,39,Female,Délégué Médical (Tlemcen),Industries,6,70607,JOB3550
EMP3550-2,Sara Derbal,43,Female,Délégué Médical (Tlemcen),Industries,2,75997,JOB3550
EMP3551-1,Mohamed Chikhi,56,Other,Délégué Médical (Annaba),Industries,2,73541,JOB3551
EMP3551-2,Laila Guedira,51,Other,Délégué Médical (Annaba),Industries,5,91413,JOB3551
EMP3551-3,Mohamed Amrani,54,Female,Délégué Médical (Annaba),Industries,1,89498,JOB3551
EMP3552-1,Rachid Khelifi,46,Other,Délégué Médical (Chlef),Industries,3,76404,JOB3552
EMP3553-1,Fatima Khelifi,22,Female,Mécaniciens engins,"Energie, Mines, Matière Première",7,61119,JOB3553
EMP3553-2,Laila Derbal,43,Female,Mécaniciens engins,"Energie, Mines, Matière Première",3,57728,JOB3553
EMP3553-3,Sofiane Bouzid,50,Other,Mécaniciens engins,"Energie, Mines, Matière Première",4,52324,JOB3553
EMP3554-1,Laila Bouzid,35,Other,Comptable Caisse,"Distribution, Commerce",7,32675,JOB3554
EMP3554-2,Oussama Bouzid,53,Other,Comptable Caisse,"Distribution, Commerce",0,32630,JOB3554
EMP3554-3,Mohamed Zitouni,24,Other,Comptable Caisse,"Distribution, Commerce",5,33164,JOB3554
EMP3554-4,Karim Derbal,46,Other,Comptable Caisse,"Distribution, Commerce",2,34937,JOB3554
EMP3555-1,Meriem Benaissa,36,Other,Responsable Qualité / Bordj Bou Arreridj,Industries,4,63696,JOB3555
EMP3555-2,Amina Derbal,46,Male,Responsable Qualité / Bordj Bou Arreridj,Industries,1,56415,JOB3555
EMP3555-3,Yasmine Guedira,32,Other,Responsable Qualité / Bordj Bou Arreridj,Industries,0,78347,JOB3555
EMP3556-1,Sara Guedira,35,Male,Responsable maintenance / Bordj Bou Arreridj,Industries,2,67722,JOB3556
EMP3556-2,Fatima Khelifi,34,Male,Responsable maintenance / Bordj Bou Arreridj,Industries,3,56811,JOB3556
EMP3556-3,Samir Khelifi,37,Male,Responsable maintenance / Bordj Bou Arreridj,Industries,6,75580,JOB3556
EMP3556-4,Rachid Chikhi,48,Male,Responsable maintenance / Bordj Bou Arreridj,Industries,5,67337,JOB3556
EMP3556-5,Laila Amrani,55,Male,Responsable maintenance / Bordj Bou Arreridj,Industries,4,69567,JOB3556
EMP3557-1,Nour Bouzid,44,Other,Directeur d'Unité,Services,16,77419,JOB3557
EMP3557-2,Omar Zitouni,48,Female,Directeur d'Unité,Services,17,85596,JOB3557
EMP3557-3,Rachid Chikhi,56,Female,Directeur d'Unité,Services,13,98099,JOB3557
EMP3557-4,Nadia Derbal,24,Female,Directeur d'Unité,Services,15,71049,JOB3557
EMP3557-5,Sabrina Derbal,29,Female,Directeur d'Unité,Services,11,75722,JOB3557
EMP3558-1,Amina Derbal,33,Male,Analyste Physico-chimie,Industries,2,64114,JOB3558
EMP3558-2,Sabrina Chikhi,29,Male,Analyste Physico-chimie,Industries,3,62604,JOB3558
EMP3558-3,Meriem Saadi,51,Male,Analyste Physico-chimie,Industries,3,55848,JOB3558
EMP3558-4,Laila Amrani,58,Female,Analyste Physico-chimie,Industries,2,76209,JOB3558
EMP3559-1,Nour Derbal,52,Male,Contrôleur de gestion,"Banque, Assurance, Finance",1,72255,JOB3559
EMP3559-2,Zineb Khelifi,58,Female,Contrôleur de gestion,"Banque, Assurance, Finance",1,67400,JOB3559
EMP3559-3,Leila Chikhi,48,Male,Contrôleur de gestion,"Banque, Assurance, Finance",4,67531,JOB3559
EMP3560-1,Youssef Guedira,27,Female,,,0,26401,JOB3560
EMP3560-2,Laila Fekih,60,Female,,,1,28781,JOB3560
EMP3561-1,Sofiane Derbal,33,Female,Analyste Contrôle Microbiologie,Industries,1,55311,JOB3561
EMP3561-2,Amina Benaissa,56,Male,Analyste Contrôle Microbiologie,Industries,2,75190,JOB3561
EMP3562-1,Karim Amrani,40,Male,Assureur qualité in process,Industries,0,62893,JOB3562
EMP3562-2,Meriem Bouzid,22,Other,Assureur qualité in process,Industries,0,74903,JOB3562
EMP3563-1,Yasmine Amrani,39,Male,technico  commercial / chimiste/ biologiste,Services,4,70184,JOB3563
EMP3564-1,Laila Benaissa,23,Male,Analyste Contrôle Qualité Microbiologie,Industries,1,71107,JOB3564
EMP3564-2,Samir Saadi,26,Other,Analyste Contrôle Qualité Microbiologie,Industries,6,74343,JOB3564
EMP3564-3,Yasmine Guedira,54,Male,Analyste Contrôle Qualité Microbiologie,Industries,7,53495,JOB3564
EMP3564-4,Rachid Khelifi,42,Female,Analyste Contrôle Qualité Microbiologie,Industries,4,57927,JOB3564
EMP3564-5,Oussama Amrani,26,Other,Analyste Contrôle Qualité Microbiologie,Industries,4,75311,JOB3564
EMP3565-1,Rachid Zitouni,42,Other,HVAC & Chiller Supervisor,Industries,2,65192,JOB3565
EMP3565-2,Leila Zitouni,56,Female,HVAC & Chiller Supervisor,Industries,5,78076,JOB3565
EMP3565-3,Amina Chikhi,32,Male,HVAC & Chiller Supervisor,Industries,5,71662,JOB3565
EMP3565-4,Zineb Khelifi,40,Other,HVAC & Chiller Supervisor,Industries,6,61184,JOB3565
EMP3566-1,Yasmine Zitouni,54,Other,Contrôleur de Gestion Industriel Senior,"Distribution, Commerce",4,79882,JOB3566
EMP3566-2,Omar Derbal,47,Female,Contrôleur de Gestion Industriel Senior,"Distribution, Commerce",8,68653,JOB3566
EMP3567-1,Samir Guedira,42,Male,Maintenance & Project Manager,Industries,17,79880,JOB3567
EMP3567-2,Nadia Fekih,24,Male,Maintenance & Project Manager,Industries,10,73888,JOB3567
EMP3567-3,Meriem Guedira,40,Male,Maintenance & Project Manager,Industries,4,65121,JOB3567
EMP3568-1,Sara Derbal,32,Male,Comptable,Services,4,64731,JOB3568
EMP3568-2,Sabrina Zitouni,34,Male,Comptable,Services,5,73451,JOB3568
EMP3568-3,Omar Benaissa,26,Other,Comptable,Services,6,64497,JOB3568
EMP3568-4,Sabrina Zitouni,36,Other,Comptable,Services,3,55796,JOB3568
EMP3569-1,Zineb Khelifi,32,Male,Agent de Lavage Véhicules,"Distribution, Commerce",2,65730,JOB3569
EMP3569-2,Meriem Derbal,60,Female,Agent de Lavage Véhicules,"Distribution, Commerce",0,65820,JOB3569
EMP3569-3,Yasmine Khelifi,28,Female,Agent de Lavage Véhicules,"Distribution, Commerce",2,48502,JOB3569
EMP3569-4,Youssef Khelifi,59,Female,Agent de Lavage Véhicules,"Distribution, Commerce",4,60633,JOB3569
EMP3569-5,Nour Bouzid,32,Female,Agent de Lavage Véhicules,"Distribution, Commerce",0,61128,JOB3569
EMP3570-1,Samir Guedira,48,Other,Project Manager,"Informatique, Télécom, Internet",4,75566,JOB3570
EMP3570-2,Oussama Amrani,43,Male,Project Manager,"Informatique, Télécom, Internet",10,79428,JOB3570
EMP3570-3,Mohamed Benaissa,53,Male,Project Manager,"Informatique, Télécom, Internet",12,68451,JOB3570
EMP3571-1,Rachid Khelifi,48,Other,Gestionnaire des stocks/ magasinier,Services,1,49632,JOB3571
EMP3571-2,Meriem Guedira,41,Female,Gestionnaire des stocks/ magasinier,Services,3,64319,JOB3571
EMP3571-3,Samir Zitouni,34,Female,Gestionnaire des stocks/ magasinier,Services,6,50404,JOB3571
EMP3571-4,Nour Benaissa,60,Female,Gestionnaire des stocks/ magasinier,Services,3,68990,JOB3571
EMP3571-5,Rachid Chikhi,54,Female,Gestionnaire des stocks/ magasinier,Services,3,71297,JOB3571
EMP3572-1,Sabrina Amrani,23,Male,Chargé des affaires juridiques sénior,Industries,12,81369,JOB3572
EMP3572-2,Samir Benaissa,56,Female,Chargé des affaires juridiques sénior,Industries,8,81841,JOB3572
EMP3573-1,Leila Zitouni,36,Male,Préleveur,Industries,2,65602,JOB3573
EMP3573-2,Fatima Derbal,43,Male,Préleveur,Industries,0,64487,JOB3573
EMP3574-1,Omar Fekih,43,Other,Pharmacien directeur technique ,Industries,4,73935,JOB3574
EMP3574-2,Youssef Guedira,41,Female,Pharmacien directeur technique ,Industries,0,73127,JOB3574
EMP3574-3,Nadia Khelifi,44,Male,Pharmacien directeur technique ,Industries,2,60228,JOB3574
EMP3574-4,Sofiane Derbal,29,Other,Pharmacien directeur technique ,Industries,1,63116,JOB3574
EMP3574-5,Fatima Benaissa,35,Other,Pharmacien directeur technique ,Industries,2,78283,JOB3574
EMP3575-1,Fatima Khelifi,30,Other,Agent Polyvalent,Industries,2,69891,JOB3575
EMP3575-2,Youssef Chikhi,35,Male,Agent Polyvalent,Industries,4,56362,JOB3575
EMP3575-3,Sara Saadi,24,Female,Agent Polyvalent,Industries,2,49394,JOB3575
EMP3575-4,Samir Derbal,58,Other,Agent Polyvalent,Industries,4,52348,JOB3575
EMP3575-5,Leila Chikhi,50,Other,Agent Polyvalent,Industries,2,60941,JOB3575
EMP3576-1,Sabrina Fekih,38,Female,Pré vendeur,Industries,3,56376,JOB3576
EMP3576-2,Zineb Derbal,23,Female,Pré vendeur,Industries,4,67524,JOB3576
EMP3576-3,Sabrina Benaissa,47,Female,Pré vendeur,Industries,0,63617,JOB3576
EMP3576-4,Laila Derbal,60,Male,Pré vendeur,Industries,3,57198,JOB3576
EMP3577-1,Zineb Fekih,54,Male,Superviseur Commercial,Industries,4,74961,JOB3577
EMP3577-2,Mohamed Derbal,47,Other,Superviseur Commercial,Industries,7,73190,JOB3577
EMP3577-3,Samir Fekih,58,Male,Superviseur Commercial,Industries,2,61303,JOB3577
EMP3577-4,Meriem Derbal,29,Male,Superviseur Commercial,Industries,1,56661,JOB3577
EMP3577-5,Samir Derbal,44,Other,Superviseur Commercial,Industries,3,63514,JOB3577
EMP3578-1,Samir Chikhi,29,Female,Superviseur Commercial,Industries,7,70140,JOB3578
EMP3578-2,Youssef Guedira,33,Female,Superviseur Commercial,Industries,1,73876,JOB3578
EMP3578-3,Amina Bouzid,23,Female,Superviseur Commercial,Industries,1,65081,JOB3578
EMP3578-4,Yasmine Amrani,59,Other,Superviseur Commercial,Industries,2,78709,JOB3578
EMP3578-5,Zineb Fekih,23,Male,Superviseur Commercial,Industries,3,68791,JOB3578
EMP3579-1,Sabrina Fekih,48,Other,Responsable National des ventes canal Gros,Industries,7,57259,JOB3579
EMP3580-1,Laila Chikhi,33,Other,Health & Safety Manager,Services,6,89616,JOB3580
EMP3581-1,Karim Saadi,41,Female,Directeur Technique De Agence De Voyages ,Services,0,65461,JOB3581
EMP3582-1,Laila Fekih,32,Female,Accounting Administrator (Junior Accounting),"Distribution, Commerce",1,56894,JOB3582
EMP3582-2,Oussama Benaissa,55,Female,Accounting Administrator (Junior Accounting),"Distribution, Commerce",2,53386,JOB3582
EMP3583-1,Leila Bouzid,27,Male,Back Office Commercial,Services,7,75365,JOB3583
EMP3583-2,Laila Derbal,38,Male,Back Office Commercial,Services,4,80962,JOB3583
EMP3583-3,Sabrina Amrani,51,Male,Back Office Commercial,Services,2,77282,JOB3583
EMP3584-1,Sofiane Amrani,22,Other,Superviseur Commercial,Industries,2,70817,JOB3584
EMP3584-2,Rachid Fekih,44,Other,Superviseur Commercial,Industries,6,79059,JOB3584
EMP3584-3,Samir Bouzid,56,Female,Superviseur Commercial,Industries,7,62598,JOB3584
EMP3584-4,Rachid Zitouni,44,Other,Superviseur Commercial,Industries,7,59835,JOB3584
